id,title,date_release,rating,wish_list_count,review_count,list_count,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10
446406,Cowboys & Envahisseurs,2011-07-29,449,1192,312,1591,562,1260,2183,3103,3344,2910,1359,297,65,42
456425,Shaolin Soccer,2001-07-12,599,1022,80,1652,319,465,808,1180,2124,3806,3791,1850,548,254
406105,Incendies,2010-09-03,782,7917,245,4582,37,38,84,186,369,944,2867,5841,3628,1231
419437,Mais qui a tué Pamela Rose ?,2003-06-04,590,1218,71,1429,322,469,779,1194,2226,3752,3888,1871,544,181
392634,Enter the Void,2010-05-05,668,9449,300,5099,267,332,481,770,1254,2328,3777,3388,1771,868
23958223,Au poste !,2018-07-04,678,6180,175,4559,51,89,179,381,1087,3089,6304,3250,668,141
456426,Le Cercle : The Ring,2002-10-18,588,1277,77,1942,191,331,614,1310,2671,4290,3808,1492,406,135
451324,Les Sept Samouraïs,1954-04-26,852,10958,179,8248,44,17,47,83,229,627,2034,4433,4645,3101
369671,L'Échange,2008-11-12,691,3273,133,2416,44,95,196,454,1196,2882,5107,3779,1177,335
497016,Demain ne meurt jamais,1997-12-12,584,915,64,1936,109,219,520,1306,2947,4760,3805,1265,247,97
366866,Le Gendarme de Saint-Tropez,1964-09-09,599,728,47,2004,206,285,518,946,2342,4185,4194,1848,487,271
468521,Soleil vert,1973-04-19,741,7010,161,5026,26,30,90,238,610,1899,5013,5138,1656,586
420267,Le Roi Lion 2 : L'Honneur de la tribu,1998-10-27,561,769,45,1464,241,424,728,1522,2788,3715,3277,1584,569,440
433537,Bronson,2009-03-13,703,4559,204,4083,54,128,247,482,1038,2528,4841,4144,1450,382
475583,Fous d'Irène,2000-06-22,632,1721,65,2304,141,209,455,924,1973,3827,4531,2358,657,227
424149,Tigre et Dragon,2000-05-16,689,2050,68,2854,66,141,248,524,1228,2954,4897,3604,1188,453
439329,"Stargate, la porte des étoiles",1994-10-28,647,1375,87,2315,78,152,293,684,1721,3929,4993,2422,720,359
412532,Le Géant de fer,1999-08-06,759,4758,102,3407,23,25,50,134,524,1642,4519,5379,2166,891
416845,Willow,1988-05-20,686,2132,101,3586,57,97,212,507,1306,3177,5170,3276,1095,461
472083,Rosemary's Baby,1968-06-12,769,6301,131,5278,37,47,85,226,550,1553,3850,5589,2572,870
467154,Iznogoud,2005-02-09,272,398,50,1389,3909,3627,2982,2156,1439,785,329,115,21,31
365109,Le Kid,1921-02-06,816,3823,80,3978,24,10,28,62,198,693,3033,5823,3694,1830
374073,La nuit nous appartient,2007-10-09,736,4653,137,3799,30,47,110,257,740,2230,5057,4865,1688,373
498165,Alexandre,2004-11-21,513,1447,110,2034,343,767,1420,2402,3278,3425,2398,993,253,124
456451,Big Eyes,2014-12-25,619,4577,295,2729,77,140,324,902,2103,4568,4683,2048,432,147
463107,Alien vs. Predator,2004-08-12,425,891,115,1576,1027,1642,2305,2871,3012,2487,1414,449,127,94
464997,Anges et Démons,2009-05-13,538,1202,117,1416,332,590,936,1782,2984,3742,3105,1357,429,183
471529,The Holiday,2006-12-08,567,1108,88,1946,217,373,691,1479,2849,4142,3440,1514,504,231
449991,Le Petit Nicolas,2009-09-30,482,551,92,1071,425,756,1430,2557,4029,3766,1805,512,102,79
390762,Mamma Mia! le film,2008-07-18,517,839,131,1730,511,833,1175,1871,2669,3424,2761,1452,486,293
396075,Paprika,2006-11-25,768,8279,170,5812,28,31,93,235,542,1484,3716,5216,3021,1122
408106,Austin Powers,1997-05-02,613,1232,57,1408,290,348,601,986,2041,4016,4429,2109,459,211
404152,Sur la route de Madison,1995-06-02,754,6523,150,5261,39,70,135,258,686,1700,3928,4746,2644,1285
804186,Fourmiz,1998-10-02,612,903,34,1415,80,187,412,995,2675,4740,4208,1719,337,144
12707583,Captain Marvel,2019-03-06,586,2458,282,4330,183,257,526,1170,2469,4716,4190,1470,349,173
392175,Bridget Jones : L'Âge de raison,2004-11-16,511,723,51,1167,425,655,1183,2129,3449,3691,2544,1002,268,167
479983,Comment tuer son boss ?,2011-07-08,548,1067,195,1473,266,501,1047,1887,3235,4376,2996,978,176,70
457246,Lucky Luke,2009-10-21,343,638,135,1227,1966,2870,3162,2951,2215,1449,683,175,30,42
375772,Beethoven,1992-04-03,494,536,34,1353,445,833,1455,2368,3782,3647,2048,684,167,121
394789,La Neuvième Porte,1999-08-25,589,2372,109,1646,165,338,750,1473,2663,4154,3634,1711,506,162
426824,John Carter,2012-03-07,547,1653,350,1949,354,643,1159,1873,2791,3912,3169,1237,312,117
11752988,La Rage au ventre,2015-07-24,668,3985,206,3071,60,80,239,536,1354,3266,5330,3379,1035,308
488102,Wasabi,2001-10-31,471,628,46,879,861,1223,1692,2226,2904,3159,2162,982,275,135
459236,L'Associé du diable,1997-10-17,676,2648,61,2068,56,105,243,565,1438,3258,5111,3441,1090,327
429820,Real Steel,2011-09-06,576,1076,251,1447,148,351,732,1405,2850,4548,3615,1462,376,158
8844509,Midnight Special,2016-02-18,654,5376,341,4660,69,135,350,906,1918,3773,4665,2961,719,176
12747427,Toy Story 4,2019-06-26,732,6353,242,4780,26,23,78,191,643,2063,5165,5115,1857,511
392131,eXistenZ,1999-04-14,671,3830,108,3568,109,207,345,675,1411,3141,5118,3435,963,273
498478,L'Illusionniste,2007-01-17,657,3017,75,1524,45,119,304,675,1613,3586,5007,3049,948,331
438891,Delicatessen,1991-04-17,712,4986,79,3324,71,111,201,367,910,2189,5046,4590,1717,521
10374552,The Lost City of Z,2017-03-15,698,8060,251,4986,31,51,161,460,1299,3233,5505,3741,1003,248
370595,Le Boulet,2002-04-10,435,485,49,1046,1126,1667,2156,2696,2805,2712,1701,615,160,95
21326351,Le Sens de la fête,2017-10-04,654,2834,221,2972,62,112,279,587,1524,3985,5747,2657,596,187
394840,Les Amours imaginaires,2010-09-29,671,5179,246,2905,144,191,340,613,1116,2528,4412,3794,1889,723
12656483,Ghost in the Shell,2017-03-16,558,4398,373,3116,197,354,877,1742,3298,4581,3242,1103,266,100
486185,L.A. Confidential,1997-09-19,749,4560,91,4694,19,28,70,198,598,1687,4955,5919,1913,388
491576,La Cabane dans les bois,2012-04-12,616,2472,389,2771,325,451,778,1287,2043,3448,4350,2353,563,184
497318,Metropolis,1927-01-10,816,11556,136,6579,31,33,69,137,414,1022,2878,5124,3956,2127
460599,Astérix et Cléopâtre,1968-12-19,717,760,51,1789,39,43,116,209,901,2696,5784,4140,1322,543
11492374,Solo: A Star Wars Story,2018-05-23,562,4577,355,4542,193,282,684,1651,3360,4872,3548,938,193,80
8388726,Blue Jasmine,2013-07-26,654,3192,283,3049,60,106,311,729,1749,3832,5277,2896,686,173
363517,No Pain No Gain,2013-04-26,618,1865,308,2586,216,362,675,1160,2090,4057,4543,2135,450,140
488513,Zero Dark Thirty,2012-12-19,672,4124,339,3656,84,107,252,649,1351,3403,5613,3334,857,180
435752,Astérix & Obélix : Au service de sa Majesté,2012-10-17,350,663,288,1809,1954,2613,3164,2897,2499,1650,713,238,48,75
461712,Gang de requins,2004-10-13,518,551,32,1115,291,575,1236,2207,3830,4091,2571,854,174,108
496683,Platoon,1986-12-19,752,4982,103,5711,30,33,77,220,535,1760,4839,5740,2059,645
480604,Prédictions,2009-03-19,488,1020,176,1275,488,999,1708,2687,3479,3482,2134,721,180,98
392148,Sister Act,1992-05-29,613,983,40,1211,121,226,469,924,2352,4421,4362,2199,602,325
387354,Sex Friends,2011-01-21,472,1044,185,1180,523,926,1719,2771,3797,3603,1878,549,137,105
438419,Jupiter : Le Destin de l'univers,2015-02-04,463,2352,497,3022,706,1350,2278,2912,3252,2943,1704,641,147,100
12474631,Le Pont des espions,2015-10-14,689,5106,267,3853,22,45,131,353,1146,3398,6309,3715,741,173
457036,Scary Movie 2,2001-07-04,477,550,49,977,695,1255,1711,2490,3332,3349,2135,771,181,128
8329548,20 ans d'écart,2013-03-06,565,1151,187,1455,154,347,704,1499,3366,5190,3446,1037,228,92
404776,American Pie 2,2001-10-17,489,496,52,1046,753,1016,1540,2360,3418,3515,2339,818,216,120
419403,Carrie au bal du diable,1976-11-03,721,3222,135,5975,37,63,146,384,926,2682,5711,4281,1332,537
398278,La Nuit au musée 2,2009-05-20,467,658,70,1141,439,899,1609,3165,4211,3382,1683,502,120,95
370181,Harvey Milk,2009-01-30,704,5409,111,3260,37,61,133,338,884,2600,6096,4451,1214,301
380190,M le maudit,1931-05-11,820,8577,136,5538,27,26,56,122,350,900,3043,5538,4145,1935
407642,Le Pôle Express,2004-12-01,597,1491,66,1810,109,226,523,1209,2697,4600,4025,1931,579,316
411702,After Earth,2013-05-30,415,1379,351,1491,945,1730,2618,3431,3117,2520,1272,380,104,99
415674,Les Promesses de l'ombre,2007-09-14,746,5272,116,3857,22,27,64,201,570,1853,5393,5811,1908,397
8152334,Les Profs,2013-04-17,372,610,231,1221,1904,2232,2593,2835,2798,2117,1112,396,122,137
434214,Dune,1984-12-14,612,5844,181,4430,198,394,741,1267,2231,3649,3839,2513,970,448
384182,Ray,2004-10-29,713,3072,58,2432,28,41,98,230,814,2500,5968,4721,1505,361
24602964,Glass,2019-01-16,635,7164,269,4543,73,183,460,1117,2213,4096,4662,2567,710,222
460624,Certains l'aiment chaud,1959-03-19,794,4909,113,5617,24,22,31,113,320,1187,3962,5950,3184,1512
8457876,Yves Saint Laurent,2014-01-08,608,3219,232,1978,118,191,401,970,2359,4347,4682,2306,718,222
448105,Midnight Express,1978-10-06,763,5837,109,4061,43,33,86,190,489,1486,4462,6081,2615,873
376760,Meurs un autre jour,2002-11-20,530,819,103,2096,288,592,1199,2084,3584,4271,3069,985,199,90
382417,"South Park, le film",1999-06-30,680,1632,67,1802,126,160,272,630,1456,3507,5144,3460,1091,517
413035,Rubber,2010-05-15,668,5331,328,3445,234,252,393,634,1339,3009,5128,3636,1316,428
461840,Les 101 Dalmatiens,1996-11-27,519,540,26,1139,281,607,1189,2242,3984,4132,2668,924,209,161
24182360,Le Chant du loup,2019-02-20,736,6688,288,4808,32,36,99,237,605,1692,4838,5930,2373,562
473696,Coraline,2009-06-10,716,2537,182,2925,69,91,156,391,958,2558,5277,4703,1648,581
8264752,À la poursuite de demain,2015-05-22,575,3036,282,2597,169,373,794,1825,3321,4666,3455,1364,348,127
380081,Twilight : Chapitre 3 - Hésitation,2010-06-30,362,608,194,1412,2481,2200,2729,2510,2391,1932,1224,535,204,241
12807106,Tu ne tueras point,2016-11-03,723,7009,313,4527,45,93,202,393,847,2085,4427,5037,2403,919
417726,De battre mon cœur s'est arrêté,2005-03-16,688,5332,118,2511,105,141,283,571,1288,3033,5194,4080,1401,372
472906,L'Imaginarium du Docteur Parnassus,2009-05-22,621,3750,165,2300,127,275,535,1203,2370,4212,4503,2413,611,228
8264920,Only Lovers Left Alive,2013-05-25,720,8173,333,5752,73,108,270,533,1070,2180,4274,4625,2416,938
398222,In the Mood for Love,2000-05-20,780,8767,170,6312,53,81,123,253,570,1356,3303,5198,3655,1904
463245,Vanilla Sky,2001-12-14,633,3534,99,2573,176,319,513,1021,2118,3629,4593,2926,904,321
441848,The Green Hornet,2011-01-14,551,1403,318,1837,332,633,1101,1959,3264,4470,3474,1035,174,83
400420,Casse-tête chinois,2013-12-04,629,2170,210,1906,86,164,355,856,2088,4605,5309,2388,511,168
17689002,La Folle Histoire de Max & Léon,2016-11-01,620,2921,176,2385,135,224,478,904,2010,4298,5270,2436,565,212
484437,Chantons sous la pluie,1952-03-27,808,4915,155,6377,39,32,44,129,388,1127,3376,5398,3740,2262
461289,Les Aventures extraordinaires d'Adèle Blanc-Sec,2010-04-14,479,1293,228,1637,600,1000,1635,2669,3531,3740,2303,779,191,97
13494707,Nocturnal Animals,2017-01-04,698,8016,277,5257,74,102,207,487,1103,2756,5342,4744,1414,323
466378,Benjamin Gates et le Livre des secrets,2007-12-13,499,599,50,1152,459,813,1478,2445,3833,3944,2397,873,194,121
471371,Breakfast Club,1985-02-15,737,5191,163,4880,34,66,130,333,838,2245,4816,5134,2116,847
472659,Inside Llewyn Davis,2013-11-06,709,7119,302,5655,27,63,152,506,1191,3020,5429,4428,1423,349
486808,Mission : Impossible III,2006-05-05,572,862,122,2401,199,433,863,1545,3225,4825,3808,1382,216,92
374048,The Descent,2005-07-08,636,2077,182,2794,149,341,642,1146,2071,3855,4709,2721,723,232
366087,Le Masque de Zorro,1998-10-14,595,735,35,1908,119,253,583,1345,2914,4977,4204,1639,414,176
11096972,Divergente 2 : L'Insurrection,2015-03-20,474,1030,178,1716,592,1032,1653,2628,3530,3492,2279,964,262,211
385235,La Nuit du chasseur,1955-07-26,816,7582,213,6929,29,26,69,132,420,1134,3034,5181,4179,2442
461714,"Inside Man, l'homme de l'intérieur",2006-03-24,694,2680,104,3199,27,51,110,351,1040,3418,6632,3937,922,228
478966,Nymphomaniac : Volume 1,2013-12-25,659,4765,215,3483,225,320,514,932,1732,3110,4484,3537,1443,430
431884,La Chasse,2012-10-25,785,9220,290,5253,41,32,68,127,312,965,3763,7127,3500,793
381744,Waterworld,1995-07-28,560,1282,98,1750,322,591,1061,1816,3062,4290,3647,1424,385,156
444621,La Chute du faucon noir,2002-01-18,674,2978,119,4372,85,115,284,604,1492,3409,5658,3588,1155,365
489973,Taken 2,2012-10-03,470,922,242,1138,546,1057,1709,2850,3774,3553,2143,802,200,122
468258,Les Noces rebelles,2008-12-26,698,5224,193,3806,52,97,238,544,1333,3098,5275,4220,1482,422
485390,Terminator : Renaissance,2009-05-21,537,1012,196,2263,297,617,1205,2256,3572,4373,3056,1056,217,115
460313,"Point Break, extrême limite",1991-07-12,652,2390,113,3137,80,156,332,808,1831,4246,5378,2809,806,320
398572,Volte/face,1997-06-27,676,2291,128,3077,72,112,280,646,1510,3662,5786,3457,971,298
466370,Deux Frères,2004-04-07,620,1099,37,1064,86,173,369,902,2292,4642,4947,2378,724,282
454568,Les Cinq Légendes,2012-11-21,657,1803,255,2971,70,142,247,713,1877,3847,5225,3264,1022,392
475814,Case départ,2011-07-06,535,723,182,857,429,680,1191,1934,3243,4609,3320,1087,242,89
421797,"40 ans, toujours puceau",2005-08-19,544,1013,71,1477,483,686,1178,2132,3547,4359,3059,1100,210,77
481636,La Boum,1980-12-17,519,903,52,1233,432,747,1192,2126,3558,4124,2877,1200,369,225
413763,21 Grammes,2003-11-21,712,5394,110,2834,76,106,193,411,982,2385,5368,4990,1865,479
377881,La Vie aquatique,2004-12-25,716,7172,114,4725,62,105,208,422,978,2480,5323,4794,1878,634
484510,"Millénium, le film",2009-02-27,707,2655,117,2254,64,101,175,390,925,2652,5930,4830,1431,387
431883,Under the Skin,2014-03-14,627,8572,382,5054,361,545,862,1409,2133,3075,3742,3009,1261,489
7937019,Alien : Covenant,2017-05-10,519,4470,574,4264,410,756,1492,2588,3653,4058,2659,906,246,123
468134,Sexe entre amis,2011-07-22,506,858,148,1160,385,744,1374,2418,3925,4305,2607,825,220,117
415199,Moon,2009-06-12,732,6692,282,5234,40,57,132,308,767,2199,5474,5730,1830,406
376426,Casper,1995-05-26,561,614,44,1579,154,389,834,1814,3921,4894,3297,1180,295,184
460539,Sur la piste du Marsupilami,2012-04-04,440,677,310,1475,1087,1631,2419,3106,3350,3056,1660,479,100,83
8920178,Cinquante nuances de Grey,2015-02-13,310,944,407,1629,3365,3196,2982,2514,2050,1443,732,335,151,211
393350,The Bling Ring,2013-06-14,514,2447,360,1894,329,735,1574,2740,3984,4195,2469,741,154,74
371247,American Gangster,2007-11-02,709,4308,106,4598,25,37,97,301,956,2745,6281,4859,1407,316
12734097,Les Animaux fantastiques : Les Crimes de Grindelwald,2018-11-14,569,5762,308,3398,142,284,761,1771,3322,4725,3845,1559,427,190
7938609,Il était temps,2013-09-04,707,3639,224,4055,53,88,211,415,1017,2771,5572,4514,1695,696
481512,Silent Hill,2006-04-21,602,2034,158,2354,214,329,710,1418,2641,4506,4421,2029,552,236
360929,Raging Bull,1980-11-14,787,6940,135,8022,26,25,62,153,428,1349,4040,6320,3382,1291
393112,Sunshine,2007-04-05,671,4406,264,4813,106,161,375,800,1697,3582,5233,3571,1212,363
371545,La Beuze,2003-02-05,370,490,65,1017,2290,2515,2789,3028,2842,2246,969,331,69,69
435739,Kung Fu Panda 2,2011-05-26,625,1039,162,2091,104,168,367,914,2500,5115,5035,2108,586,256
427622,"Ave, César !",2016-02-05,601,7064,275,4670,90,202,534,1359,3255,5251,4518,1594,289,64
11024514,Le Livre de la jungle,2016-04-07,632,3452,255,2975,93,153,384,892,2164,4598,5504,2572,589,212
428814,Destination finale,2000-03-17,572,801,78,1325,305,527,924,1618,3304,5030,3763,1277,267,152
428033,Speed,1994-06-10,616,1243,88,2896,116,216,544,1183,2747,4984,4936,1885,440,170
476497,Les Valseuses,1974-03-19,711,4372,88,4108,159,147,278,472,1040,2430,5145,4903,1930,746
408912,Misery,1990-11-30,748,5072,151,5401,13,18,58,137,492,1894,6062,6262,1776,545
390878,Mad Max 2 : Le Défi,1981-12-24,727,2624,175,6338,70,80,135,362,883,2644,5694,4955,1740,699
454343,Abyss,1989-08-09,725,3733,121,4344,48,88,189,393,972,2568,5537,5045,1811,643
429121,Bernie,1996-11-27,708,3329,103,2573,128,164,271,476,1096,2435,5259,4840,1948,685
458939,Yamakasi : Les Samouraïs des temps modernes,2001-04-04,432,537,65,633,1109,1582,2270,2934,3514,3168,1804,653,167,109
380612,Pirates des Caraïbes : La Vengeance de Salazar,2017-05-24,515,3420,296,3333,293,638,1351,2485,3933,4320,2807,1006,274,217
389628,Les Sous-doués passent le bac,1980-04-30,569,755,58,1396,316,519,880,1591,3015,4753,3911,1736,404,208
445995,Don Jon,2013-09-27,545,2638,322,1886,402,721,1315,2208,3581,4542,3235,1071,190,70
387110,Last Action Hero,1993-06-18,709,2561,180,5977,56,111,242,470,1288,3075,5731,4305,1503,609
401980,Take Shelter,2011-09-30,727,7422,329,4685,61,81,214,432,1005,2516,5119,5295,2122,556
367837,Transformers 3 : La Face cachée de la Lune,2011-06-29,434,741,303,1924,1172,1716,2469,3081,3270,2834,1807,741,205,164
13461812,Mustang,2015-06-17,761,6903,177,3766,35,37,69,150,431,1254,4424,6773,3277,1010
397130,...Et pour quelques dollars de plus,1965-12-18,799,4268,116,7238,20,11,13,61,262,975,4096,7345,3520,1161
494836,Un homme d'exception,2001-12-21,700,4960,95,3582,35,73,144,399,1053,2997,6098,4686,1572,455
464569,Starbuck,2011-07-27,717,3337,279,2260,34,64,128,314,869,2711,6376,5122,1509,391
444153,L'Arme fatale,1987-03-06,700,2260,84,4561,41,69,133,349,1174,3385,6840,4098,1041,407
445911,Le Livre d'Eli,2010-01-11,596,2061,206,1970,177,377,728,1413,2707,4546,4370,2254,707,264
444739,Equilibrium,2002-12-06,623,2295,149,2101,165,316,576,1175,2264,4268,4983,2739,807,259
453607,Mesrine : 2ème Partie - L'Ennemi public n°1,2008-11-19,692,2167,73,2254,47,71,150,386,1108,3372,6905,4213,1005,301
429742,"Robin des bois, prince des voleurs",1991-06-14,655,1149,66,2799,71,149,301,767,1952,4407,5893,2879,803,363
480853,Stuart Little,1999-12-17,531,527,32,770,223,496,1052,2194,4322,5026,3045,935,201,128
21752348,Call Me by Your Name,2018-02-28,733,8277,280,4925,74,88,194,443,886,1888,3843,5154,3344,1713
365293,Resident Evil,2002-03-15,476,816,148,2334,772,1398,1999,2799,3621,3530,2249,873,220,172
467715,Fantasia,1940-11-01,755,2585,78,4692,67,88,181,364,995,2109,4380,5328,2831,1366
479578,"Les Enfants loups, Ame & Yuki",2012-07-21,780,5985,299,5620,27,34,83,175,469,1465,3986,5915,3852,1713
493770,Frère des ours,2003-10-24,657,1090,41,2254,52,97,258,562,1749,4098,5708,3544,1125,533
12400895,Le Labyrinthe : La Terre brûlée,2015-09-18,512,1345,257,1707,324,745,1429,2511,3852,4258,2866,1168,341,259
8458848,Les Minions,2015-07-10,538,1395,200,1750,339,526,1145,2043,3685,4879,3271,1274,391,208
388856,Space Jam,1996-11-15,573,1005,75,1838,267,475,911,1666,3193,4655,3863,1858,514,361
494690,La Ligue des gentlemen extraordinaires,2003-07-11,471,889,79,1248,673,1209,2105,3044,3900,3622,2231,754,170,77
492253,Insidious,2010-09-14,607,1611,318,2912,211,394,751,1369,2589,4294,4647,2547,699,290
371200,Gremlins 2 : La Nouvelle Génération,1990-06-15,652,1211,86,3329,109,193,434,983,2225,4542,5292,2816,834,370
495929,Hulk,2003-06-19,456,852,105,1703,694,1438,2447,3569,3967,3245,1658,594,115,88
386344,Wallace et Gromit : Le Mystère du Lapin-garou,2005-09-15,704,1389,53,2726,60,82,181,426,1113,3321,6613,4478,1191,373
390094,Ghost Rider,2007-01-15,362,626,130,1286,2060,2878,3259,3212,2798,2074,1035,360,79,84
433306,RoboCop,1987-07-17,709,2900,169,5534,73,151,252,536,1405,3172,5614,4374,1545,719
10645406,Passengers,2016-12-21,595,2926,365,2808,112,244,645,1417,3007,5377,4706,1747,434,179
452612,Dumb and Dumber,1994-12-16,614,2174,99,2844,342,479,748,1258,2376,4314,4544,2535,868,405
424615,Le Parrain : 3e Partie,1990-12-26,735,3813,93,4458,46,55,157,338,873,2415,5456,5245,2299,1019
444473,Le Nombre 23,2007-02-23,586,2401,140,1587,255,475,847,1517,2685,4462,4313,2434,665,250
477470,Bowling for Columbine,2002-10-09,704,2543,72,1592,82,92,166,354,1043,3080,6648,4755,1351,381
492983,Godzilla,1998-05-20,479,831,115,2003,632,1253,2063,2925,3803,3805,2337,839,183,113
366855,Mission : Impossible 2,2000-05-24,510,795,144,2066,368,874,1570,2817,4257,4232,2787,813,153,88
374753,Tout ce qui brille,2010-03-24,529,974,163,1008,400,698,1126,2158,3774,4887,3367,1159,269,124
8110036,American Nightmare,2013-05-31,495,1307,375,1814,466,1020,1762,2857,3995,4089,2522,915,238,143
481382,Planète Terreur,2007-04-06,683,3046,152,3772,107,152,339,664,1465,3485,6031,4104,1294,374
12070512,Mademoiselle,2016-06-01,787,11505,237,7534,40,25,62,175,396,1177,3570,6863,4286,1444
14954623,Spider-Man : New Generation,2018-12-12,800,4148,268,6821,32,19,45,99,254,921,3264,6787,4912,1727
489007,Les Rivières pourpres,2000-09-27,599,2535,73,1661,193,345,734,1366,2648,4925,5007,2243,498,147
456450,Percy Jackson : Le Voleur de foudre,2010-02-10,429,682,163,1454,976,1694,2624,3279,3742,3189,1721,615,172,147
